text,intent,entities,label
i need a flight from phoenix to detroit leaving monday evening,flight,fromloc.city_name=phoenix;toloc.city_name=detroit;depart_date.day_name=monday;depart_time.period_of_day=evening,11
i would like the cheapest flight from boston to san francisco,flight,cost_relative=cheapest;fromloc.city_name=boston;toloc.city_name=san francisco,11
list all flights from denver to san francisco on wednesday afternoon,flight,fromloc.city_name=denver;toloc.city_name=san francisco;depart_date.day_name=wednesday;depart_time.period_of_day=afternoon,11
show me all flights from atlanta to san francisco which leave atlanta after 5 o'clock pm tomorrow,flight,fromloc.city_name=atlanta;toloc.city_name=san francisco;fromloc.city_name=atlanta;depart_time.time_relative=after;depart_time.time=5 o'clock pm;depart_date.today_relative=tomorrow,11
show me the fares on all flights round trip from pittsburgh to oakland,airfare,round_trip=round trip;fromloc.city_name=pittsburgh;toloc.city_name=oakland,3
i want a flight from ontario to chicago,flight,fromloc.city_name=ontario;toloc.city_name=chicago,11
show me flights from atlanta to baltimore,flight,fromloc.city_name=atlanta;toloc.city_name=baltimore,11
i would like a flight between denver and san francisco leaving from denver in the afternoon and arriving at 5 pm it must be a nonstop flight,flight,fromloc.city_name=denver;toloc.city_name=san francisco;fromloc.city_name=denver;depart_time.period_of_day=afternoon;arrive_time.time=5 pm;flight_stop=nonstop,11
what is the total seating capacity of all aircraft of american airlines,capacity,mod=total;airline_name=american airlines,8
what is the last flight out of pittsburgh to boston in the evening on tuesdays,flight,flight_mod=last;fromloc.city_name=pittsburgh;toloc.city_name=boston;depart_time.period_of_day=evening;depart_date.day_name=tuesdays,11
give me all nonstops from new york city to las vegas that arrive on a sunday,flight,flight_stop=nonstops;fromloc.city_name=new york city;toloc.city_name=las vegas;arrive_date.day_name=sunday,11
give me return flights from philadelphia to san francisco for december third,flight,round_trip=return;fromloc.city_name=philadelphia;toloc.city_name=san francisco;depart_date.month_name=december;depart_date.day_number=third,11
does delta fly from atlanta to san francisco,flight,airline_name=delta;fromloc.city_name=atlanta;toloc.city_name=san francisco,11
show me all flights from san diego to dulles on boeing 767,flight,fromloc.city_name=san diego;toloc.airport_name=dulles;aircraft_code=767,11
show me the round trip tickets from baltimore to dallas,airfare,round_trip=round trip;fromloc.city_name=baltimore;toloc.city_name=dallas,3
flights from atlanta please,flight,fromloc.city_name=atlanta,11
please show me the flights from atlanta to denver,flight,fromloc.city_name=atlanta;toloc.city_name=denver,11
please list the flights leaving from st. louis to st. paul after 10 am,flight,fromloc.city_name=st. louis;toloc.city_name=st. paul;depart_time.time_relative=after;depart_time.time=10 am,11
find any flight from boston to oakland stopping in denver,flight,fromloc.city_name=boston;toloc.city_name=oakland;stoploc.city_name=denver,11
i would like a flight from philadelphia to dallas,flight,fromloc.city_name=philadelphia;toloc.city_name=dallas,11
list the flights arriving in baltimore from denver on august third,flight,toloc.city_name=baltimore;fromloc.city_name=denver;arrive_date.month_name=august;arrive_date.day_number=third,11
what flights leave pittsburgh after 5 pm on thursday and arrive in los angeles,flight,fromloc.city_name=pittsburgh;depart_time.time_relative=after;depart_time.time=5 pm;depart_date.day_name=thursday;toloc.city_name=los angeles,11
what are the morning flights from philadelphia to dallas going on american airlines,flight,depart_time.period_of_day=morning;fromloc.city_name=philadelphia;toloc.city_name=dallas;airline_name=american airlines,11
please show me flights from philadelphia to baltimore between 10 am and 2 pm,flight,fromloc.city_name=philadelphia;toloc.city_name=baltimore;depart_time.start_time=10 am;depart_time.end_time=2 pm,11
i need a listing of flights from st. petersburg florida to tacoma washington leaving tomorrow and i would like to have a stopover in milwaukee please,flight,fromloc.city_name=st. petersburg;fromloc.state_name=florida;toloc.city_name=tacoma;toloc.state_name=washington;depart_date.today_relative=tomorrow;stoploc.city_name=milwaukee,11
i need a flight from newark to los angeles leaving tomorrow evening,flight,fromloc.city_name=newark;toloc.city_name=los angeles;depart_date.today_relative=tomorrow;depart_time.period_of_day=evening,11
show me the itinerary for the connecting flight from dallas fort worth to san francisco that departs dallas fort worth at 1940,flight,connect=connecting;fromloc.city_name=dallas fort worth;toloc.city_name=san francisco;fromloc.city_name=dallas fort worth;depart_time.time=1940,11
i want to fly from atlanta to philadelphia nonstop,flight,fromloc.city_name=atlanta;toloc.city_name=philadelphia;flight_stop=nonstop,11
show me the flights from boston to philadelphia,flight,fromloc.city_name=boston;toloc.city_name=philadelphia,11
what airlines have flights from boston to philadelphia that leave before 630 am,airline,fromloc.city_name=boston;toloc.city_name=philadelphia;depart_time.time_relative=before;depart_time.time=630 am,5
show me oakland to dallas flights,flight,fromloc.city_name=oakland;toloc.city_name=dallas,11
what airlines fly boston to baltimore,airline,fromloc.city_name=boston;toloc.city_name=baltimore,5
i would like a flight from philadelphia to san francisco,flight,fromloc.city_name=philadelphia;toloc.city_name=san francisco,11
flights that go from oakland to philadelphia on friday,flight,fromloc.city_name=oakland;toloc.city_name=philadelphia;depart_date.day_name=friday,11
i need to get downtown from the denver airport,ground_service,fromloc.airport_name=denver airport,17
list all flights from memphis to seattle,flight,fromloc.city_name=memphis;toloc.city_name=seattle,11
what airline is the flight originating in atlanta on november seventh at noon and arriving in san francisco at 210 pm,airline,fromloc.city_name=atlanta;depart_date.month_name=november;depart_date.day_number=seventh;depart_time.time=noon;toloc.city_name=san francisco;arrive_time.time=210 pm,5
i 'd like to get a flight leaving san francisco and arriving at philadelphia pennsylvania,flight,fromloc.city_name=san francisco;toloc.city_name=philadelphia;toloc.state_name=pennsylvania,11
i need an early flight from dallas to houston,flight,flight_mod=early;fromloc.city_name=dallas;toloc.city_name=houston,11
please show me all fares for flights from denver to oakland,airfare,fromloc.city_name=denver;toloc.city_name=oakland,3
what ground transportation is there in atlanta,ground_service,city_name=atlanta,17
list united flights from denver to san francisco on wednesdays,flight,airline_name=united;fromloc.city_name=denver;toloc.city_name=san francisco;depart_date.day_name=wednesdays,11
what flights go from chicago to seattle on saturday on continental airlines,flight,fromloc.city_name=chicago;toloc.city_name=seattle;depart_date.day_name=saturday;airline_name=continental airlines,11
could you please find me the cheapest one way fare from boston to philadelphia,airfare,cost_relative=cheapest;round_trip=one way;fromloc.city_name=boston;toloc.city_name=philadelphia,3
show me boston to oakland flights,flight,fromloc.city_name=boston;toloc.city_name=oakland,11
what ground transportation is available in pittsburgh,ground_service,city_name=pittsburgh,17
630 am flight on august twenty seventh from atlanta to dallas,flight,depart_time.time=630 am;depart_date.month_name=august;depart_date.day_number=twenty seventh;fromloc.city_name=atlanta;toloc.city_name=dallas,11
what does the fare code yn mean,abbreviation,fare_basis_code=yn,0
can you show me flights that are economy class from baltimore to dallas,flight,economy=economy class;fromloc.city_name=baltimore;toloc.city_name=dallas,11
atlanta to oakland thursday,flight,fromloc.city_name=atlanta;toloc.city_name=oakland;depart_date.day_name=thursday,11
what are all the flights from boston to dallas,flight,fromloc.city_name=boston;toloc.city_name=dallas,11
what are all the flights on delta in and out of fort worth,flight,airline_name=delta;fromloc.city_name=fort worth,11
i need a flight from new york city to montreal tomorrow,flight,fromloc.city_name=new york city;toloc.city_name=montreal;depart_date.today_relative=tomorrow,11
is there ground transportation from the pittsburgh airport to downtown pittsburgh,ground_service,fromloc.airport_name=pittsburgh airport;toloc.city_name=pittsburgh,17
what type of aircraft does eastern fly from atlanta to denver before 6 pm,aircraft,airline_name=eastern;fromloc.city_name=atlanta;toloc.city_name=denver;depart_time.time_relative=before;depart_time.time=6 pm,1
please list available flights for next saturday from philadelphia to dallas,flight,depart_date.date_relative=next;depart_date.day_name=saturday;fromloc.city_name=philadelphia;toloc.city_name=dallas,11
flights from denver to seattle on saturday morning on continental,flight,fromloc.city_name=denver;toloc.city_name=seattle;depart_date.day_name=saturday;depart_time.period_of_day=morning;airline_name=continental,11
i would like information on flights from baltimore to atlanta on thursday arriving in atlanta before 6 pm,flight,fromloc.city_name=baltimore;toloc.city_name=atlanta;depart_date.day_name=thursday;toloc.city_name=atlanta;arrive_time.time_relative=before;arrive_time.time=6 pm,11
i would like your rates between atlanta and boston on september third,airfare,fromloc.city_name=atlanta;toloc.city_name=boston;depart_date.month_name=september;depart_date.day_number=third,3
what is the distance from toronto international airport to toronto,distance,fromloc.airport_name=toronto international airport;toloc.city_name=toronto,10
could you tell me what morning flights are available from oakland to denver before 10 am,flight,depart_time.period_of_day=morning;fromloc.city_name=oakland;toloc.city_name=denver;depart_time.time_relative=before;depart_time.time=10 am,11
does flight dl 1083 from philadelphia to denver fly on saturdays,flight,airline_code=dl;flight_number=1083;fromloc.city_name=philadelphia;toloc.city_name=denver;depart_date.day_name=saturdays,11
denver to atlanta,flight,fromloc.city_name=denver;toloc.city_name=atlanta,11
what is hp,abbreviation,airline_code=hp,0
round trip fares from pittsburgh to philadelphia under 1000 dollars,airfare,round_trip=round trip;fromloc.city_name=pittsburgh;toloc.city_name=philadelphia;cost_relative=under;fare_amount=1000 dollars,3
can you tell me the afternoon nonstop flights departing from atlanta to boston,flight,depart_time.period_of_day=afternoon;flight_stop=nonstop;fromloc.city_name=atlanta;toloc.city_name=boston,11
